,name,duration,rating,review
1406,Taufik Rachman,5 years ago,1 star,"I visited this place several times since i was still a kid until now, to accompany my friends. I wish they do something with the display. Some update will be nice. Some short english translation in the item's description will definitely nice. Tour guide still be able to do their work to explain more depth."
1407,Ranasari Ranasari,4 years ago,1 star,"Admission price for foreigners is 15,000 IRD.  A guide is definitely not needed unless you want to learn about kitchen utensils,  dinner ware,  and paintings of previous sultans, birds eating fruit in the trees was more interesting.  Like …"
1408,Cahyo Blangkon,4 years ago,1 star,Just a part of the palace is open to the public. Tickets are reasonably priced. A guide takes every ticket buyer around and the payment is voluntary there are no fixed rates. As palaces go it's nothing spectacular. But  since it connects one to the history of Yogyakarta it  becomes a must visit.
1409,Retno Murjayanti,3 years ago,1 star,"I would rather call it a museum. During the tour, I found only memorabilia, old stuffs, pictures once belong to the Sultan and family.
Suppose to be unique and antique. But very little information provided regarding …"
1410,dimas wardiyono,5 years ago,1 star,"It was okay, I expected more I guess, a room with only photos, was really poor. Small and not clear pictures and even smaller information. It was not really pointed out where to go, it is nice to have a route and not just following other …"
1411,Nadyta Putri,4 years ago,1 star,"It wasn't taken care of well tbh. It's a mandatory visit ofcourse, but I don't find visiting the second, third, or fourth time to be exciting. Place is swarmed with local guides who are nice but a bit adamant on showing you around and ask …"
1412,Muhammad Misbah Sullivan,5 years ago,1 star,A decent place to visit to get a view of how the royalties used to live. There are still some areas that are used in different situations. Good if you like history. Best if you bring a guide.
1413,Eva Maznah,5 years ago,1 star,"What a miracle she still stands, after all this time. Must visit."
1414,Dewi Satwikawati,4 years ago,1 star,"Cheap ticket. You are bombarded at the entrance by, what we thought, the official guides who will take you around the palace and then to different stores with the hope to sell you something. The Palace was nice but being taken from shop to shop made us feel uncomfortable (and the only reason why we were guided for ""free"")."
1415,Raihan Yusuf,4 years ago,1 star,"Not much of exposition, not much of information. You can see traditional clothes here and pictures of King family. Also some musical instruments, but very few. 20 minutes is enough to finish it."
1416,Devi Ambar Susialfiana,5 years ago,1 star,"When I was here, it was closed for rehab. They definitely should re-assess tour guides outside, very rude and unwelcoming once they know you are not going to use their service."
1417,Yudith Purwo W,5 years ago,1 star,"An important historical place. Mataram has a rich history. Too bad the guide was very bad. A guided tour seems to be included with the entrance, or at least the guide does not give us a choice. If after the palace tour he wants to take you …"
1418,Sutikno Lele,4 years ago,1 star,Not quite maintained and is in poor state. Not much to see. The museum or the gallery is upcoming I guess. It houses ancestral history of sultans and their traditions. There is a dire need for renovation.
1419,Elvina Damayanti,4 years ago,1 star,Meah... You can skip it.
1420,Michelle Lupita,4 years ago,1 star,"What you see is actually only a tiny portion of the palace; where you can find a poor maintained museum. It was quite informative, but I suggest to hire a guide here."
1421,Jaka Sudiawan,4 years ago,1 star,It's disappointing that vehicle access is now heavily restricted. This forces many tourists to a hot walk in. Note that the better attraction is via a gate 300m around from the entrance closest to town centre.
1422,qian novel,3 years ago,1 star,The place is not well maintained. Interesting photos and history though.
1423,Bayu Utomo,a year ago,1 star,There are a lot of cool museums inside the Keraton Area. It will be best if you use a guide so they can explain more about the history of each museum's collection.
1424,amirah putri,5 years ago,1 star,pretty cool I guess. the core parts of the palace are inaccessible to visitors so it's a bit hard to get a detailed look at the more interesting parts of the place
1425,Ariani Sudarto,4 years ago,1 star,Nice place but not much to do here
1426,Murdi Sudarti,5 years ago,1 star,"Kind a unstructured and the exponate needs attention. Without knowing about the history of the royals before, you will have problems to understand the museum part themselves."
1427,ali StenLy,3 years ago,1 star,Worth a 30-minute visit. Some good architecture but not much artifacts to see. Upkeep could be better.
1428,jujuk agus,4 years ago,1 star,"BEWARE OF SCAMMERS!

When you arrive at the palace, there will be scammers pretending to be guides …"
1429,ali alnahdi,3 years ago,1 star,If you've never been to a museum before then you may find this one interesting. Otherwise it's just a collection of unimpressive squat buildings filled with mediocre artifacts. Probably not worth a visit unless you are really bored.
1430,Saifa Sella,3 years ago,1 star,The pace of the performance is quite slow…
1431,GALANG JR,6 years ago,1 star,"The ""Keraton / Palace"" can do so much more to make this place as a center of learning & preservation of Javanese / Royal Javanese culture & tradition.
Start with the cleanliness. Too much dust & dirt at certain areas / exhibits."
1432,Muhammad SYAFI'I,4 years ago,1 star,"Cheap entrance for internationals travellers (15kIDR) relatively compared to other tourists sides in Indonesia.
Quite busy with teenager trying to feed their Instagram story... …"
1433,fadholi kushendarto,2 years ago,1 star,"Beautiful place, and historical, better if the  government more active to manage the parkir management for visitor."
1434,Ayu Putri,5 years ago,1 star,To know.about history the king in java this is the place we should go ..
1435,diajeng pinky,4 years ago,1 star,The palace of Yogyakarta isn't something you will miss seeing on a trip to the city. The palace doesn't have too much of antique collection and the architecture and the compound in itself is average to say the least. Borobudur and prambanan should be first choices. Goto Ullen Sentalu for a english guided tour across Yogyakarta's history
1436,Elvran Aja,3 years ago,1 star,Nice palace..have lot of historical items and stories..we can explore the history and culture of jogjakarta...the entry ticket is very cheap..nice
1437,Maktufah Daffa,4 years ago,1 star,"A great place to learn about the history and culture of Yogyakarta's royal family. Although, if you're looking for a place for fun and instagram moment, not really."
1438,FBC Channel,a year ago,1 star,It's a place with historical relevance which makes it interesting but in hindsight it would not have been a problem to have missed it. Prambanan and Borobodur are the things you need to do... .
1439,Varani Parjilah,5 years ago,1 star,An Option if you have to kill some time in Yogyakarta. I found neither the architecture nor the exhibition (photos and everyday object of the sultan) particularly interesting.
1440,PAI 17 M. Syaiful (Smkn 4 Metro),3 years ago,1 star,"Surely it's must see attraction for most tourists, but the whole complex need better maintenance and cleaning."
1441,Shuro Hyundai,3 years ago,1 star,Main kraton place was closed
1442,SANNUR B MALAU,4 months ago,1 star,Not much info in English for someone on a budget who can't afford to get a guide. Nice to look at the structures and personal items of the royals.
1443,Terminal Vivo,4 years ago,1 star,"Somewhat interesting, a bit tired with collections of gifts from other countries and buildings built to commemorate past leaders/ Sultans"
1444,Hutomo Uta,4 years ago,1 star,Such a beautiful place palace but really need maintenance very badly. Also need wheelchair n baby stroller access.
1445,sainab andaruna,4 years ago,1 star,Traffic Jam! I survived and arrived by Go-Jek. I encourage you to take Go-Jek or Becak for commuting. …
1446,tutik mulyaningsih,4 years ago,1 star,"A decent place to spend about half an hour of your time but I wouldn't say this place is a must to visit at Yogyakarta but if you have spare time,you should go here"
1447,Dhiyara Kartika,3 years ago,1 star,"Although this palace is a good place to learn some hystory and see expensive antique items, it needs better care, painting restoration and cleaning."
1448,agus wahyu hidayat,4 years ago,1 star,Not that great ancient history. It's hardly couple of hundred years old. This place is good to know the history for Jogja and not anything else .
1449,Sravani V,5 years ago,1 star,"There was a gamelan performance going on when we went, which was great. The palace itself is a little underwhelming and information in English is noticeably lacking"
1450,Sergio Calabuig Domenech,3 years ago,1 star,Not a whole lot to see but cheap to get in. Just about worth the trip.
1451,tikno tikno,5 years ago,1 star,A boring place with my mind :)
1452,Chennel Jokopur,4 years ago,1 star,Not much to see
1453,LAB Microteching,3 years ago,1 star,"Its good place but lack of information in each sections, so tourist can not fully understand without tour guide"
1454,Bowo Ickank,5 years ago,1 star,"Expected much, much more. What's worse, I was visiting Kraton during Ramadan, and almost every activity, such as live gamelan music was not available... Such a shame!"
1455,Sugi Bagong,4 years ago,1 star,"Historic, entrance fee is ok, but crowded and Hot. Clean rest room is not available."
1456,Yuni Holifah578,4 years ago,1 star,It is opened only till 3pm...the area around is pretty busy.. 15-20 mins walking from malioboro..
1457,matchless zundap,5 years ago,1 star,"Wrong timing to came,  hot weather and crowded. But the palace are better then Solo one."
1458,Muhammad Jaelani,4 years ago,1 star,"It was just ok, need a lot of cleaning and maintenance to do. The dust is simply everywhere"
1459,Asoka Narotama,5 years ago,1 star,"Tour guide recomended, it will be so boring if you walk alone"
1460,Umar Bandhi,5 years ago,1 star,"You have to rent a guide to explain what the meaning everything there. If you're not, you can't understand everything"
1461,Yulia Bima gg no nub,4 years ago,1 star,Worth a visit if are interested in history..  and have a little bit of imagination.
1462,ATI NORAWATI,4 years ago,1 star,"Not much to see in here, alright the have some cultural show but personally not much enjoy it."
1463,eko hartono,5 years ago,1 star,Worth the visit if nearby
1464,Ella Pratiwi,3 years ago,1 star,"Very big and have a lot of collection,but the information is not so good"
1465,sri rejeki,4 years ago,1 star,Near to malioboro. Bring along your beach accesories (Except wearing beach attire).
1466,曾国星,5 years ago,1 star,"Comfortable cultural places, but for me it's too old fashioned"
1467,Manggih Purnomo,6 years ago,1 star,Nothing much interesting.... If u don't hv time... You can skip it...
1468,Ys Oh,2 minutes ago,1 star,It's OK. Most of the cool places are blocked.
1469,Maksimova Maria,3 years ago,1 star,Nice architecture but not enough informations about it and the sultan
1470,Divia Ma,4 years ago,1 star,Some people that not into history will feel bored
1471,Student Cooks Practical,5 years ago,1 star,So pitty not much to see and not really clean..
1472,Basrul Ali Inseminator,7 months ago,1 star,There are English speaking tour guides for this place. Not so much things to see here.
1473,Aziz Muslim,4 years ago,1 star,It is interesting place to see if you are interested in architecture
1474,dokter Piknik,4 years ago,1 star,You have to finished the most historical palace in yogyakarta
1475,tugiyanto,4 years ago,1 star,"A bit disappointing. A couple of pretty courtyards, but nothing special."
1476,Seviana R.p,4 months ago,1 star,The place by itself and the buildings are nicer than the interiors are.
1477,Wahyu Setyanto,4 years ago,1 star,"U can see the jogya palace and know the sultan, the ceremony"
1478,Rossa Amalia Abrianti,4 years ago,1 star,"Little bit disapoointed... But someone told US, wer were at the wring entrance..."
1479,Linh Tran Tu,5 years ago,1 star,Good
1480,lidya kristiani,3 years ago,1 star,Historical palace in jogja.. Nice but not special
1481,Vivi Deha,4 years ago,1 star,"Old historical palace, but unfortunately the place is need a huge renovation."
1482,꧁༺Vιтσмαи༻꧂ FF,4 years ago,1 star,"boring during normal day,hope could see Sultan Hamengkubuwono"
1483,M Bakin Hermawan,4 years ago,1 star,"Not as flash as expected, but maybe because it is not placed in a major city!"
1484,Arif Rama,3 years ago,1 star,A good place but we stuck on the rain
1485,Lutfi Ali,3 years ago,1 star,Honestly pretty disappointing.  I did not feel there was much to see.
1486,andi nuriati,4 years ago,1 star,For a palace i wish its more well kept.
1487,agung prabowo,4 years ago,1 star,"As something called ""museum"", you won't see much here."
1488,Saadatun nadiroh,3 years ago,1 star,Awesome!
